sample_rate,window_minutes,binary_model,binary_accuracy,binary_precision,binary_recall,binary_f1,binary_mcc,binary_threshold,binary_size_kb,multiclass_model,multiclass_accuracy,multiclass_precision,multiclass_recall,multiclass_f1,multiclass_mcc,combined_accuracy,combined_precision,combined_recall,combined_f1,combined_mcc
2Hz,165,DecisionTreeClassifier,0.991078,0.991078,0.991078,0.991078,0.982156,0.100000,133.907227,ExtraTreesClassifier,0.999357,0.999358,0.999357,0.999357,0.999306,0.990757,0.990772,0.990757,0.990759,0.987362
2Hz,165,DecisionTreeClassifier,0.997378,0.997386,0.997378,0.997378,0.994764,0.100000,133.907227,ExtraTreesClassifier,0.999572,0.999572,0.999572,0.999572,0.999538,0.997164,0.997171,0.997164,0.997162,0.996121
2Hz,165,DecisionTreeClassifier,0.992672,0.992672,0.992672,0.992672,0.985343,0.100000,133.907227,ExtraTreesClassifier,0.999731,0.999731,0.999731,0.999731,0.999708,0.992537,0.992548,0.992537,0.992537,0.989789
2Hz,165,DecisionTreeClassifier,0.983057,0.983057,0.983057,0.983057,0.966114,0.220000,133.907227,ExtraTreesClassifier,0.999542,0.999541,0.999542,0.999541,0.999500,0.982846,0.982875,0.982846,0.982845,0.976482
2Hz,165,DecisionTreeClassifier,0.980040,0.980040,0.980040,0.980040,0.960079,0.700000,133.907227,ExtraTreesClassifier,0.999306,0.999306,0.999306,0.999305,0.999244,0.979693,0.979756,0.979693,0.979705,0.972167
2Hz,165,DecisionTreeClassifier,0.998394,0.998398,0.998394,0.998394,0.996792,0.100000,133.907227,ExtraTreesClassifier,0.999732,0.999732,0.999732,0.999732,0.999711,0.998260,0.998264,0.998260,0.998259,0.997621
2Hz,165,DecisionTreeClassifier,0.977280,0.977280,0.977280,0.977280,0.954560,0.480000,133.907227,ExtraTreesClassifier,0.999732,0.999733,0.999732,0.999732,0.999711,0.977146,0.977197,0.977146,0.977142,0.968761
2Hz,165,DecisionTreeClassifier,0.996444,0.996451,0.996444,0.996444,0.992895,0.100000,133.907227,ExtraTreesClassifier,0.999731,0.999731,0.999731,0.999731,0.999708,0.996310,0.996315,0.996310,0.996308,0.994949
2Hz,165,DecisionTreeClassifier,0.960841,0.960841,0.960841,0.960841,0.921682,0.700000,133.907227,ExtraTreesClassifier,0.999195,0.999197,0.999195,0.999195,0.999130,0.960438,0.960457,0.960438,0.960429,0.945926
2Hz,165,DecisionTreeClassifier,0.980663,0.980663,0.980663,0.980663,0.961326,0.800000,133.907227,ExtraTreesClassifier,0.999732,0.999733,0.999732,0.999732,0.999710,0.980529,0.980576,0.980529,0.980527,0.973374
2Hz,165,DecisionTreeClassifier,0.998518,0.998522,0.998518,0.998518,0.997040,0.100000,103.125977,ExtraTreesClassifier,0.999784,0.999785,0.999784,0.999784,0.999767,0.998410,0.998414,0.998410,0.998407,0.997825
2Hz,165,DecisionTreeClassifier,0.975448,0.975449,0.975448,0.975448,0.950897,0.880000,133.907227,ExtraTreesClassifier,0.999465,0.999465,0.999465,0.999465,0.999422,0.975181,0.975226,0.975181,0.975185,0.966065
2Hz,165,DecisionTreeClassifier,0.993589,0.993589,0.993589,0.993589,0.987179,0.760000,133.907227,ExtraTreesClassifier,0.999677,0.999677,0.999677,0.999677,0.999650,0.993428,0.993435,0.993428,0.993429,0.991009
2Hz,165,DecisionTreeClassifier,0.998945,0.998946,0.998945,0.998945,0.997891,0.100000,38.898438,ExtraTreesClassifier,0.999899,0.999900,0.999899,0.999899,0.999884,0.998894,0.998896,0.998894,0.998894,0.998456
2Hz,165,DecisionTreeClassifier,0.997948,0.997955,0.997948,0.997948,0.995903,0.100000,133.907227,ExtraTreesClassifier,0.999601,0.999602,0.999601,0.999601,0.999568,0.997748,0.997753,0.997748,0.997744,0.996919
2Hz,165,DecisionTreeClassifier,0.996895,0.996910,0.996895,0.996895,0.993806,0.100000,133.907227,ExtraTreesClassifier,0.999518,0.999519,0.999518,0.999518,0.999480,0.996654,0.996668,0.996654,0.996650,0.995425
2Hz,165,DecisionTreeClassifier,0.972540,0.972540,0.972540,0.972540,0.945079,0.840000,133.907227,ExtraTreesClassifier,0.999476,0.999476,0.999476,0.999476,0.999434,0.972278,0.972377,0.972278,0.972286,0.962112
2Hz,165,DecisionTreeClassifier,0.990929,0.990929,0.990929,0.990929,0.981858,0.220000,133.907227,ExtraTreesClassifier,0.999514,0.999515,0.999514,0.999514,0.999474,0.990713,0.990721,0.990713,0.990703,0.987297
2Hz,165,DecisionTreeClassifier,0.988512,0.988512,0.988512,0.988512,0.977024,0.600000,133.907227,ExtraTreesClassifier,0.999521,0.999522,0.999521,0.999521,0.999481,0.988273,0.988284,0.988273,0.988273,0.983951
2Hz,165,DecisionTreeClassifier,0.987873,0.988160,0.987873,0.987871,0.976033,0.100000,109.688477,ExtraTreesClassifier,0.999627,0.999628,0.999627,0.999627,0.999393,0.987687,0.987974,0.987687,0.987652,0.981225
2Hz,165,DecisionTreeClassifier,0.993254,0.993256,0.993254,0.993254,0.986510,0.100000,133.907227,ExtraTreesClassifier,0.999748,0.999749,0.999748,0.999748,0.999726,0.993128,0.993128,0.993128,0.993121,0.990581
2Hz,165,DecisionTreeClassifier,0.986934,0.986934,0.986934,0.986934,0.973867,0.760000,133.907227,ExtraTreesClassifier,0.999518,0.999518,0.999518,0.999518,0.999479,0.986693,0.986712,0.986693,0.986690,0.981806
2Hz,165,DecisionTreeClassifier,0.944662,0.944662,0.944662,0.944662,0.889324,0.780000,133.907227,ExtraTreesClassifier,0.999625,0.999625,0.999625,0.999625,0.999594,0.944474,0.944603,0.944474,0.944482,0.924042
2Hz,165,DecisionTreeClassifier,0.985941,0.985941,0.985941,0.985941,0.971882,0.140000,133.907227,ExtraTreesClassifier,0.999198,0.999198,0.999198,0.999198,0.999131,0.985540,0.985573,0.985540,0.985541,0.980213
2Hz,165,DecisionTreeClassifier,0.984573,0.984573,0.984573,0.984573,0.969145,0.580000,133.907227,ExtraTreesClassifier,0.999705,0.999705,0.999705,0.999705,0.999678,0.984425,0.984454,0.984425,0.984431,0.978641
2Hz,165,DecisionTreeClassifier,0.991810,0.991810,0.991810,0.991810,0.983620,0.100000,133.907227,RandomForestClassifier,0.999784,0.999785,0.999784,0.999785,0.999767,0.991702,0.991714,0.991702,0.991695,0.988646
2Hz,165,DecisionTreeClassifier,0.993123,0.993125,0.993123,0.993123,0.986248,0.100000,133.907227,ExtraTreesClassifier,0.998662,0.998664,0.998662,0.998662,0.998555,0.992454,0.992458,0.992454,0.992452,0.989677
2Hz,165,DecisionTreeClassifier,0.977114,0.977114,0.977114,0.977114,0.954228,0.760000,133.907227,ExtraTreesClassifier,0.999570,0.999570,0.999570,0.999570,0.999535,0.976899,0.976955,0.976899,0.976904,0.968404
2Hz,165,DecisionTreeClassifier,0.996923,0.996932,0.996923,0.996923,0.993855,0.100000,133.907227,ExtraTreesClassifier,0.999786,0.999786,0.999786,0.999786,0.999769,0.996816,0.996825,0.996816,0.996813,0.995644
2Hz,165,DecisionTreeClassifier,0.983433,0.983433,0.983433,0.983433,0.966866,0.760000,133.907227,ExtraTreesClassifier,0.999191,0.999194,0.999191,0.999189,0.999124,0.983055,0.983084,0.983055,0.983056,0.976823
2Hz,165,DecisionTreeClassifier,0.964258,0.964258,0.964258,0.964258,0.928515,0.680000,133.907227,ExtraTreesClassifier,0.999686,0.999686,0.999686,0.999686,0.999660,0.964101,0.964188,0.964101,0.964101,0.950865
2Hz,165,DecisionTreeClassifier,0.989905,0.989905,0.989905,0.989905,0.979810,0.120000,133.907227,ExtraTreesClassifier,0.999505,0.999506,0.999505,0.999505,0.999461,0.989658,0.989672,0.989658,0.989660,0.985821
2Hz,165,DecisionTreeClassifier,0.993911,0.993913,0.993911,0.993911,0.987824,0.100000,133.907227,ExtraTreesClassifier,0.999560,0.999561,0.999560,0.999560,0.999522,0.993691,0.993693,0.993691,0.993690,0.991358
2Hz,165,DecisionTreeClassifier,0.961176,0.961176,0.961176,0.961176,0.922353,0.680000,133.907227,ExtraTreesClassifier,0.999519,0.999520,0.999519,0.999519,0.999476,0.960936,0.960954,0.960936,0.960931,0.946427
2Hz,165,DecisionTreeClassifier,0.987266,0.987266,0.987266,0.987266,0.974533,0.880000,133.907227,ExtraTreesClassifier,0.997117,0.997150,0.997117,0.997121,0.996878,0.985825,0.985845,0.985825,0.985822,0.980604
2Hz,165,DecisionTreeClassifier,0.975390,0.975394,0.975390,0.975390,0.950784,0.880000,133.907227,ExtraTreesClassifier,0.999892,0.999892,0.999892,0.999892,0.999883,0.975337,0.975439,0.975337,0.975364,0.966292
2Hz,165,DecisionTreeClassifier,0.991232,0.991235,0.991232,0.991232,0.982467,0.100000,133.907227,ExtraTreesClassifier,0.999247,0.999249,0.999247,0.999247,0.999186,0.990855,0.990873,0.990855,0.990854,0.987489
2Hz,165,DecisionTreeClassifier,0.988067,0.988068,0.988067,0.988067,0.976135,0.100000,133.907227,ExtraTreesClassifier,0.999892,0.999893,0.999892,0.999892,0.999884,0.988013,0.988017,0.988013,0.988011,0.983604
2Hz,165,DecisionTreeClassifier,0.967949,0.967949,0.967949,0.967949,0.935898,0.700000,133.907227,ExtraTreesClassifier,0.999215,0.999216,0.999215,0.999215,0.999147,0.967585,0.967722,0.967585,0.967618,0.955602
2Hz,165,DecisionTreeClassifier,0.984955,0.984955,0.984955,0.984955,0.969909,0.800000,133.907227,ExtraTreesClassifier,0.999608,0.999608,0.999608,0.999608,0.999575,0.984758,0.984786,0.984758,0.984762,0.979148
2Hz,165,DecisionTreeClassifier,0.946941,0.946941,0.946941,0.946941,0.893882,0.660000,133.907227,ExtraTreesClassifier,0.999398,0.999399,0.999398,0.999398,0.999346,0.946673,0.946895,0.946673,0.946728,0.926969
2Hz,165,DecisionTreeClassifier,0.995786,0.995795,0.995786,0.995786,0.991581,0.100000,133.907227,ExtraTreesClassifier,0.999788,0.999788,0.999788,0.999788,0.999770,0.995680,0.995688,0.995680,0.995678,0.994084
2Hz,165,DecisionTreeClassifier,0.982904,0.982904,0.982904,0.982904,0.965808,0.680000,133.907227,ExtraTreesClassifier,0.999587,0.999587,0.999587,0.999587,0.999552,0.982697,0.982723,0.982697,0.982699,0.976315
2Hz,165,DecisionTreeClassifier,0.997616,0.997622,0.997616,0.997616,0.995238,0.100000,133.907227,ExtraTreesClassifier,0.999679,0.999681,0.999679,0.999679,0.999653,0.997455,0.997461,0.997455,0.997452,0.996520
2Hz,165,DecisionTreeClassifier,0.979244,0.979244,0.979244,0.979244,0.958488,0.780000,133.907227,ExtraTreesClassifier,0.999678,0.999678,0.999678,0.999678,0.999652,0.979096,0.979135,0.979096,0.979106,0.971422
2Hz,165,DecisionTreeClassifier,0.993610,0.993615,0.993610,0.993610,0.987225,0.100000,133.907227,ExtraTreesClassifier,0.998706,0.998709,0.998706,0.998706,0.998600,0.992963,0.992989,0.992963,0.992965,0.990367
2Hz,165,DecisionTreeClassifier,0.978868,0.978868,0.978868,0.978868,0.957736,0.820000,133.907227,ExtraTreesClassifier,0.998502,0.998537,0.998502,0.998509,0.998383,0.978119,0.978194,0.978119,0.978131,0.970082
2Hz,165,DecisionTreeClassifier,0.981724,0.981724,0.981724,0.981724,0.963449,0.700000,133.907227,ExtraTreesClassifier,0.999518,0.999520,0.999518,0.999519,0.999480,0.981483,0.981514,0.981483,0.981489,0.974690
2Hz,165,DecisionTreeClassifier,0.995108,0.995110,0.995108,0.995108,0.990218,0.100000,133.907227,RandomForestClassifier,0.999624,0.999625,0.999624,0.999624,0.999593,0.994919,0.994923,0.994919,0.994917,0.993047
2Hz,180,DecisionTreeClassifier,0.979943,0.979957,0.979943,0.979943,0.959900,0.900000,133.907227,ExtraTreesClassifier,0.999586,0.999586,0.999586,0.999586,0.999546,0.979736,0.979790,0.979736,0.979741,0.972223
2Hz,180,DecisionTreeClassifier,0.990780,0.990780,0.990780,0.990780,0.981559,0.900000,133.907227,ExtraTreesClassifier,0.999878,0.999878,0.999878,0.999878,0.999867,0.990719,0.990740,0.990719,0.990724,0.987269
2Hz,180,DecisionTreeClassifier,0.971337,0.971340,0.971337,0.971337,0.942676,0.860000,133.907227,ExtraTreesClassifier,0.999679,0.999679,0.999679,0.999679,0.999653,0.971176,0.971249,0.971176,0.971179,0.960624
2Hz,180,DecisionTreeClassifier,0.987631,0.987631,0.987631,0.987631,0.975262,0.840000,133.907227,ExtraTreesClassifier,0.999624,0.999625,0.999624,0.999624,0.999594,0.987443,0.987460,0.987443,0.987441,0.982834
2Hz,180,DecisionTreeClassifier,0.995324,0.995332,0.995324,0.995324,0.990657,0.100000,133.907227,ExtraTreesClassifier,0.999796,0.999796,0.999796,0.999796,0.999778,0.995222,0.995232,0.995222,0.995218,0.993453
2Hz,180,DecisionTreeClassifier,0.994238,0.994244,0.994238,0.994238,0.988482,0.100000,133.907227,ExtraTreesClassifier,0.999807,0.999807,0.999807,0.999807,0.999790,0.994141,0.994148,0.994141,0.994140,0.991962
2Hz,180,DecisionTreeClassifier,0.990542,0.990542,0.990542,0.990542,0.981085,0.360000,133.907227,ExtraTreesClassifier,0.999518,0.999518,0.999518,0.999518,0.999479,0.990301,0.990327,0.990301,0.990307,0.986741
2Hz,180,DecisionTreeClassifier,0.997966,0.997972,0.997966,0.997966,0.995939,0.100000,133.907227,ExtraTreesClassifier,0.999572,0.999572,0.999572,0.999572,0.999538,0.997752,0.997757,0.997752,0.997751,0.996926
2Hz,180,DecisionTreeClassifier,0.993776,0.993777,0.993776,0.993776,0.987554,0.100000,133.907227,ExtraTreesClassifier,0.999623,0.999623,0.999623,0.999623,0.999592,0.993588,0.993584,0.993588,0.993576,0.991225
2Hz,180,DecisionTreeClassifier,0.984293,0.984293,0.984293,0.984293,0.968586,0.680000,133.907227,ExtraTreesClassifier,0.999144,0.999145,0.999144,0.999143,0.999067,0.983865,0.983880,0.983865,0.983863,0.977879
2Hz,180,DecisionTreeClassifier,0.987999,0.987999,0.987999,0.987999,0.975998,0.540000,133.907227,ExtraTreesClassifier,0.999207,0.999207,0.999207,0.999206,0.999136,0.987602,0.987624,0.987602,0.987604,0.983005
2Hz,180,DecisionTreeClassifier,0.998153,0.998158,0.998153,0.998153,0.996311,0.100000,133.907227,ExtraTreesClassifier,0.999839,0.999840,0.999839,0.999839,0.999827,0.998072,0.998077,0.998072,0.998070,0.997365
2Hz,180,DecisionTreeClassifier,0.964462,0.964462,0.964462,0.964462,0.928923,0.500000,133.907227,ExtraTreesClassifier,0.999518,0.999519,0.999518,0.999519,0.999480,0.964247,0.964413,0.964247,0.964271,0.951132
2Hz,180,DecisionTreeClassifier,0.995205,0.995219,0.995205,0.995205,0.990424,0.100000,133.907227,ExtraTreesClassifier,0.999677,0.999677,0.999677,0.999677,0.999650,0.995071,0.995082,0.995071,0.995066,0.993252
2Hz,180,DecisionTreeClassifier,0.963712,0.963712,0.963712,0.963712,0.927424,0.740000,133.907227,ExtraTreesClassifier,0.999383,0.999383,0.999383,0.999383,0.999333,0.963403,0.963406,0.963403,0.963388,0.949955
2Hz,180,DecisionTreeClassifier,0.985484,0.985484,0.985484,0.985484,0.970968,0.160000,133.907227,RandomForestClassifier,0.999357,0.999358,0.999357,0.999357,0.999305,0.985163,0.985191,0.985163,0.985161,0.979711
2Hz,180,DecisionTreeClassifier,0.998464,0.998469,0.998464,0.998464,0.996933,0.100000,101.719727,ExtraTreesClassifier,0.999838,0.999838,0.999838,0.999838,0.999825,0.998383,0.998386,0.998383,0.998378,0.997789
2Hz,180,DecisionTreeClassifier,0.980295,0.980295,0.980295,0.980295,0.960589,0.880000,133.907227,ExtraTreesClassifier,0.999786,0.999786,0.999786,0.999786,0.999769,0.980187,0.980248,0.980187,0.980194,0.972914
2Hz,180,DecisionTreeClassifier,0.994047,0.994047,0.994047,0.994047,0.988095,0.100000,133.907227,ExtraTreesClassifier,0.999246,0.999247,0.999246,0.999244,0.999184,0.993670,0.993675,0.993670,0.993669,0.991340
2Hz,180,DecisionTreeClassifier,0.999377,0.999378,0.999377,0.999377,0.998755,0.100000,34.210938,ExtraTreesClassifier,0.999689,0.999689,0.999689,0.999689,0.999640,0.999222,0.999223,0.999222,0.999221,0.998913
2Hz,180,DecisionTreeClassifier,0.997720,0.997729,0.997720,0.997720,0.995448,0.100000,133.907227,ExtraTreesClassifier,0.999772,0.999772,0.999772,0.999772,0.999753,0.997606,0.997613,0.997606,0.997603,0.996724
2Hz,180,DecisionTreeClassifier,0.996975,0.996987,0.996975,0.996975,0.993963,0.100000,133.907227,ExtraTreesClassifier,0.999358,0.999358,0.999358,0.999358,0.999306,0.996654,0.996663,0.996654,0.996651,0.995424
2Hz,180,DecisionTreeClassifier,0.980230,0.980230,0.980230,0.980230,0.960460,0.780000,133.907227,ExtraTreesClassifier,0.999502,0.999502,0.999502,0.999502,0.999463,0.979994,0.980001,0.979994,0.979983,0.972664
2Hz,180,DecisionTreeClassifier,0.991766,0.991766,0.991766,0.991766,0.983532,0.860000,133.907227,ExtraTreesClassifier,0.999622,0.999622,0.999622,0.999622,0.999591,0.991577,0.991599,0.991577,0.991577,0.988479
2Hz,180,DecisionTreeClassifier,0.985268,0.985268,0.985268,0.985268,0.970535,0.480000,133.907227,ExtraTreesClassifier,0.999575,0.999575,0.999575,0.999574,0.999539,0.985055,0.985085,0.985055,0.985058,0.979548
2Hz,180,DecisionTreeClassifier,0.986567,0.986881,0.986567,0.986565,0.973448,0.100000,113.438477,ExtraTreesClassifier,0.999627,0.999627,0.999627,0.999626,0.999389,0.986381,0.986683,0.986381,0.986362,0.979209
2Hz,180,DecisionTreeClassifier,0.991719,0.991720,0.991719,0.991719,0.983439,0.900000,133.907227,ExtraTreesClassifier,0.999799,0.999799,0.999799,0.999799,0.999781,0.991618,0.991619,0.991618,0.991612,0.988525
2Hz,180,DecisionTreeClassifier,0.990174,0.990174,0.990174,0.990174,0.980347,0.620000,133.907227,ExtraTreesClassifier,0.998875,0.998880,0.998875,0.998874,0.998785,0.989611,0.989642,0.989611,0.989614,0.985797
2Hz,180,DecisionTreeClassifier,0.953483,0.953485,0.953483,0.953483,0.906967,0.740000,133.907227,ExtraTreesClassifier,0.999678,0.999679,0.999678,0.999678,0.999652,0.953322,0.953413,0.953322,0.953306,0.936125
2Hz,180,DecisionTreeClassifier,0.985139,0.985139,0.985139,0.985139,0.970279,0.720000,133.907227,ExtraTreesClassifier,0.999733,0.999733,0.999733,0.999733,0.999710,0.985006,0.985024,0.985006,0.985003,0.979482
2Hz,180,DecisionTreeClassifier,0.989592,0.989592,0.989592,0.989592,0.979184,0.180000,133.907227,ExtraTreesClassifier,0.999606,0.999608,0.999606,0.999606,0.999571,0.989395,0.989411,0.989395,0.989398,0.985459
2Hz,180,DecisionTreeClassifier,0.992888,0.992888,0.992888,0.992888,0.985775,0.100000,133.907227,ExtraTreesClassifier,0.999892,0.999892,0.999892,0.999892,0.999883,0.992834,0.992838,0.992834,0.992832,0.990195
2Hz,180,DecisionTreeClassifier,0.994568,0.994577,0.994568,0.994568,0.989145,0.100000,133.907227,ExtraTreesClassifier,0.999197,0.999199,0.999197,0.999198,0.999133,0.994166,0.994174,0.994166,0.994161,0.992018
2Hz,180,DecisionTreeClassifier,0.980986,0.980986,0.980986,0.980986,0.961973,0.760000,133.907227,ExtraTreesClassifier,0.999623,0.999629,0.999623,0.999625,0.999593,0.980798,0.980827,0.980798,0.980804,0.973736
2Hz,180,DecisionTreeClassifier,0.997645,0.997654,0.997645,0.997645,0.995299,0.100000,133.907227,ExtraTreesClassifier,0.999732,0.999733,0.999732,0.999732,0.999711,0.997512,0.997520,0.997512,0.997509,0.996597
2Hz,180,DecisionTreeClassifier,0.978549,0.978549,0.978549,0.978549,0.957099,0.840000,133.907227,ExtraTreesClassifier,0.998921,0.998921,0.998921,0.998920,0.998832,0.978010,0.978014,0.978010,0.977989,0.969918
2Hz,180,DecisionTreeClassifier,0.969281,0.969282,0.969281,0.969281,0.938563,0.720000,133.907227,ExtraTreesClassifier,0.999738,0.999738,0.999738,0.999738,0.999716,0.969151,0.969140,0.969151,0.969117,0.957775
2Hz,180,DecisionTreeClassifier,0.988148,0.988148,0.988148,0.988148,0.976297,0.820000,133.907227,ExtraTreesClassifier,0.999951,0.999951,0.999951,0.999951,0.999946,0.988124,0.988127,0.988124,0.988123,0.983720
2Hz,180,DecisionTreeClassifier,0.994561,0.994568,0.994561,0.994561,0.989130,0.100000,133.907227,ExtraTreesClassifier,0.999354,0.999355,0.999354,0.999354,0.999299,0.994238,0.994247,0.994238,0.994235,0.992106
2Hz,180,DecisionTreeClassifier,0.966300,0.966300,0.966300,0.966300,0.932600,0.580000,133.907227,ExtraTreesClassifier,0.999554,0.999553,0.999554,0.999553,0.999513,0.966077,0.966112,0.966077,0.966070,0.953487
2Hz,180,DecisionTreeClassifier,0.986279,0.986279,0.986279,0.986279,0.972557,0.860000,133.907227,ExtraTreesClassifier,0.997010,0.997023,0.997010,0.997013,0.996761,0.984784,0.984794,0.984784,0.984783,0.979177
2Hz,180,DecisionTreeClassifier,0.975040,0.975042,0.975040,0.975040,0.950082,0.880000,133.907227,ExtraTreesClassifier,0.999731,0.999731,0.999731,0.999731,0.999709,0.974933,0.975030,0.974933,0.974952,0.965691
2Hz,180,DecisionTreeClassifier,0.995912,0.995924,0.995912,0.995912,0.991836,0.100000,133.907227,ExtraTreesClassifier,0.999516,0.999516,0.999516,0.999516,0.999477,0.995670,0.995678,0.995670,0.995662,0.994076
2Hz,180,DecisionTreeClassifier,0.985433,0.985433,0.985433,0.985433,0.970867,0.120000,133.907227,ExtraTreesClassifier,0.999677,0.999678,0.999677,0.999677,0.999652,0.985272,0.985305,0.985272,0.985273,0.979862
2Hz,180,DecisionTreeClassifier,0.977763,0.977763,0.977763,0.977763,0.955527,0.420000,133.907227,ExtraTreesClassifier,0.999664,0.999664,0.999664,0.999663,0.999634,0.977595,0.977704,0.977595,0.977621,0.969314
2Hz,180,DecisionTreeClassifier,0.967528,0.967529,0.967528,0.967528,0.935057,0.780000,133.907227,ExtraTreesClassifier,0.999720,0.999721,0.999720,0.999720,0.999697,0.967388,0.967472,0.967388,0.967394,0.955405
2Hz,180,DecisionTreeClassifier,0.963424,0.963424,0.963424,0.963424,0.926848,0.780000,133.907227,ExtraTreesClassifier,0.999599,0.999599,0.999599,0.999599,0.999564,0.963223,0.963338,0.963223,0.963255,0.949649
2Hz,180,DecisionTreeClassifier,0.997164,0.997167,0.997164,0.997164,0.994331,0.100000,133.907227,ExtraTreesClassifier,0.999523,0.999524,0.999523,0.999523,0.999483,0.996926,0.996930,0.996926,0.996925,0.995791
2Hz,180,DecisionTreeClassifier,0.988301,0.988301,0.988301,0.988301,0.976602,0.180000,133.907227,ExtraTreesClassifier,0.999380,0.999381,0.999380,0.999380,0.999328,0.987991,0.988024,0.987991,0.987999,0.983560
2Hz,180,DecisionTreeClassifier,0.997348,0.997354,0.997348,0.997348,0.994702,0.100000,133.907227,ExtraTreesClassifier,0.999839,0.999839,0.999839,0.999839,0.999826,0.997268,0.997274,0.997268,0.997264,0.996264
